latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,bright_t31,frp,type
-75.907448,2.636015,335.12,0.4,0.44,2015-05-05,1833,N,n,213.02,0.01,0
-77.527313,167.166901,323.16,0.4,0.37,2015-05-06,444,N,n,239.94,2.73,2
-77.52623,167.161469,326.35,0.54,0.42,2015-05-06,1305,N,n,234.71,5.3,2
-77.528732,167.162277,338.61,0.42,0.38,2015-05-07,425,N,n,243.86,3.8,2
-77.527977,167.166565,331.74,0.41,0.37,2015-05-07,606,N,n,245.25,4.4,2
-77.525467,167.167221,328.9,0.47,0.4,2015-05-07,926,N,n,242.66,8.04,2
-77.525246,167.165649,332.39,0.39,0.36,2015-05-07,1106,N,n,239.74,6.26,2
-77.527504,167.169144,330.5,0.39,0.37,2015-05-08,547,N,n,242.37,3.74,2
-77.526024,167.16275,326.85,0.48,0.4,2015-05-08,727,N,n,244.65,7.16,2
-77.524895,167.157822,325.43,0.49,0.4,2015-05-08,907,N,n,239.34,5.3,2
-77.527176,167.165146,327.84,0.4,0.37,2015-05-08,1047,N,n,241.61,4.37,2
-77.526146,167.164429,324.46,0.47,0.39,2015-05-09,708,N,n,242.13,3.19,2
-77.526825,167.157837,324.89,0.41,0.37,2015-05-09,1209,N,n,241.17,5.26,2
-77.528221,167.16893,336.35,0.38,0.36,2015-05-10,509,N,n,243.5,3.59,2
-77.525703,167.158279,321.62,0.38,0.36,2015-05-10,509,N,n,238.57,3.59,2
-77.528114,167.161484,324.98,0.45,0.39,2015-05-10,649,N,n,241.85,3.07,2
-77.527206,167.15773,323.91,0.5,0.41,2015-05-10,829,N,n,241.85,4.31,2
-77.528252,167.156784,322.28,0.39,0.36,2015-05-11,450,N,n,238.78,3.71,2
-77.525993,167.170151,324.55,0.39,0.36,2015-05-11,450,N,n,238.33,3.71,2
-77.524803,167.166,325.26,0.5,0.41,2015-05-11,811,N,n,237.75,4.08,2
-77.525314,167.165192,337.45,0.45,0.39,2015-05-11,951,N,n,237.31,5.75,2
-77.525574,167.160278,336.43,0.45,0.39,2015-05-11,951,N,n,237.83,5.78,2
-77.52784,167.167496,330.3,0.41,0.37,2015-05-12,432,N,n,236.17,4.9,2
-77.524971,167.167892,324.95,0.41,0.37,2015-05-12,612,N,n,235.72,2.71,2
-77.524132,167.170639,322.78,0.47,0.4,2015-05-12,932,N,n,234.03,2.75,2
-77.526344,167.16774,330.45,0.39,0.36,2015-05-12,1112,N,n,236.48,5.24,2
-77.527466,167.162933,321.27,0.44,0.38,2015-05-13,413,N,n,233.85,2.56,2
-77.527252,167.152832,329.75,0.49,0.4,2015-05-14,354,N,n,235.55,7.62,2
-77.527206,167.170715,335.87,0.47,0.4,2015-05-14,714,N,n,238.05,4.78,2
-77.526848,167.169769,324.73,0.41,0.37,2015-05-14,1034,N,n,235.61,3.14,2
-77.52681,167.176208,324.1,0.42,0.37,2015-05-14,1215,N,n,236.51,2.05,2
-77.528595,167.161041,330.37,0.39,0.36,2015-05-16,457,N,n,237.83,4.03,2
-77.524925,167.173737,324.36,0.44,0.38,2015-05-16,637,N,n,237.47,8.79,2
-77.527077,167.171005,325.22,0.44,0.39,2015-05-16,957,N,n,234.45,2.8,2
-77.528236,167.166702,328.22,0.39,0.36,2015-05-16,1137,N,n,238.73,4.15,2
-77.527222,167.164459,335.01,0.4,0.44,2015-05-16,1318,N,n,236.32,5.75,2
-77.528076,167.167557,324.31,0.38,0.36,2015-05-17,1118,N,n,237.46,3.31,2
-77.527245,167.170258,327.78,0.52,0.42,2015-05-17,1259,N,n,240.07,8.38,2
-77.525627,167.17688,331.09,0.52,0.42,2015-05-17,1259,N,n,234.82,6.77,2
-77.526253,167.168121,324.72,0.43,0.38,2015-05-18,419,N,n,232.69,4.53,2
-77.525543,167.175522,321.73,0.4,0.37,2015-05-18,559,N,n,233.37,3.03,2
-77.52636,167.168152,326.09,0.48,0.4,2015-05-18,919,N,n,234.83,5.23,2
-77.526489,167.158218,326.11,0.47,0.4,2015-05-19,400,N,n,233.75,5.56,2
-77.524109,167.156616,324.17,0.49,0.4,2015-05-19,901,N,n,233.15,5.47,2
-77.52536,167.163391,325.44,0.4,0.37,2015-05-19,1041,N,n,236.98,2.82,2
-77.528442,167.164856,329.94,0.39,0.36,2015-05-21,503,N,n,237.84,3.44,2
-77.525803,167.158997,330.85,0.44,0.38,2015-05-21,1003,N,n,238.22,5.37,2
-77.527657,167.160034,338.98,0.39,0.36,2015-05-21,1143,N,n,237.49,5.44,2
-77.526054,167.169449,327.18,0.39,0.36,2015-05-21,1143,N,n,238.72,5.73,2
-77.526466,167.169037,338.98,0.38,0.36,2015-05-22,1125,N,n,237.63,3.97,2
-77.525749,167.168594,328.6,0.38,0.36,2015-05-22,1125,N,n,237.56,3.52,2
-77.528175,167.15744,327.59,0.38,0.36,2015-05-22,1125,N,n,236.67,3.52,2
-77.526085,167.176056,324.99,0.41,0.37,2015-05-23,606,N,n,241.24,5.65,2
-77.524368,167.174042,324.52,0.49,0.4,2015-05-23,746,N,n,241.1,4.66,2
-77.524727,167.162796,325.23,0.39,0.36,2015-05-23,1106,N,n,242.33,6.57,2
-77.528076,167.171997,340.51,0.48,0.4,2015-05-23,1246,N,n,242.66,7.09,2
-77.526611,167.179565,324.68,0.48,0.4,2015-05-23,1246,N,n,241.11,5.89,2
-77.528824,167.154358,322.26,0.45,0.39,2015-05-24,406,N,n,239.2,2.66,2
-77.525894,167.165588,336,0.39,0.37,2015-05-24,547,N,n,237.58,4.49,2
-77.526062,167.166687,326.54,0.48,0.4,2015-05-24,727,N,n,239.06,5.93,2
-77.526505,167.162857,327.95,0.4,0.37,2015-05-24,1047,N,n,239.17,5.92,2
-77.526649,167.169876,331.41,0.44,0.38,2015-05-24,1227,N,n,235.94,3.79,2
-77.527168,167.167953,323.67,0.51,0.41,2015-05-25,347,N,n,234.35,4.85,2
-77.525238,167.168976,324.29,0.39,0.36,2015-05-25,528,N,n,237.34,3.52,2
-77.527855,167.157776,320.14,0.39,0.36,2015-05-25,528,N,n,236.95,3.52,2
-77.526909,167.159256,326.81,0.47,0.39,2015-05-25,708,N,n,237.78,5.56,2
-77.524467,167.163239,324.4,0.5,0.41,2015-05-25,848,N,n,238.52,4.98,2
-77.527206,167.158875,325.45,0.41,0.37,2015-05-25,1028,N,n,241.19,6.89,2
-77.526321,167.170792,329.38,0.41,0.37,2015-05-25,1209,N,n,241.34,6.52,2
-77.528374,167.175385,328.14,0.51,0.49,2015-05-25,1350,N,n,239.82,4.94,2
-77.527344,167.171219,326.34,0.38,0.36,2015-05-26,509,N,n,244.25,6.07,2
-77.526909,167.168106,330.36,0.45,0.39,2015-05-26,649,N,n,244.45,6.69,2
-77.525261,167.165894,340.55,0.45,0.39,2015-05-26,649,N,n,242.43,6.16,2
-77.525085,167.1633,333.15,0.5,0.41,2015-05-26,829,N,n,241.49,5.02,2
-77.525742,167.160034,329.81,0.43,0.38,2015-05-26,1009,N,n,242.89,5.47,2
-77.52581,167.154236,324.55,0.43,0.38,2015-05-26,1009,N,n,239.12,3.53,2
-77.526749,167.165405,331.75,0.39,0.36,2015-05-26,1150,N,n,243.97,5.39,2
-77.528252,167.167847,331.17,0.44,0.46,2015-05-26,1331,N,n,240.03,4.15,2
-77.527397,167.179962,332.62,0.51,0.66,2015-05-26,1512,N,n,235.27,5.54,2
-77.52652,167.189728,320.18,0.51,0.66,2015-05-26,1512,N,n,235.41,3.84,0
-77.527878,167.171097,324.16,0.5,0.41,2015-05-28,1253,N,n,239.33,4.44,2
-79.187164,-162.491669,324.09,0.41,0.37,2015-05-30,533,N,n,241.34,0.02,0
-77.528313,167.166489,324.24,0.41,0.37,2015-05-30,1034,N,n,243.24,5.02,2
-77.528053,167.165848,325.62,0.41,0.37,2015-05-30,1034,N,n,245.76,10.01,2
-77.525185,167.15712,326.39,0.41,0.37,2015-05-30,1034,N,n,243.64,5.02,2
-87.114441,101.169037,335.81,0.49,0.49,2015-05-30,1540,N,n,208.5,0.01,0
-77.52887,167.160736,329.14,0.43,0.38,2015-06-03,419,N,n,244.06,3.99,2
-77.525154,167.168839,324.37,0.4,0.37,2015-06-03,559,N,n,239.31,4.03,2
-77.526779,167.164185,323.06,0.49,0.4,2015-06-03,739,N,n,237.28,3.56,2
-77.526474,167.165329,323.72,0.48,0.4,2015-06-03,919,N,n,238.38,2.88,2
-77.526375,167.165161,322.36,0.48,0.4,2015-06-03,919,N,n,237.81,2.83,2
-81.472977,63.316872,367,0.52,0.66,2015-06-04,2231,N,h,205.89,0.02,0
-68.087677,108.146111,335.65,0.39,0.44,2015-06-05,847,N,n,232.97,0.03,0
-77.527664,167.162735,323.18,0.4,0.37,2015-06-07,444,N,n,239.06,2.7,2
-77.528854,167.156693,323.67,0.51,0.41,2015-06-10,347,N,n,235.55,4.01,2
-77.525627,167.163742,336.01,0.41,0.37,2015-06-10,1028,N,n,236.67,5.6,2
-77.527779,167.169998,325,0.45,0.39,2015-06-11,649,N,n,237.21,3.84,2
-77.52858,167.164566,336.06,0.39,0.36,2015-06-12,450,N,n,243.29,5.33,2
-77.527802,167.160522,320.96,0.45,0.39,2015-06-12,951,N,n,236.56,1.97,2
-77.526909,167.173218,324.96,0.38,0.36,2015-06-12,1131,N,n,241.9,5.79,2
-77.527153,167.158478,332.04,0.41,0.37,2015-06-13,431,N,n,238.75,6.49,2
-74.785545,-91.524384,325.21,0.44,0.38,2015-06-13,606,N,n,241.51,0.01,0
-77.527451,167.166763,329.78,0.41,0.37,2015-06-13,612,N,n,239.49,3.06,2
-80.314781,65.102264,325.62,0.68,0.74,2015-06-15,716,N,n,211.5,0.04,0
-75.973427,89.07724,320.55,0.4,0.45,2015-06-18,1303,N,n,208.82,0.01,0
-77.527992,167.164993,320.75,0.38,0.36,2015-06-23,1124,N,n,239.85,2.4,2
-77.526077,167.165161,327.24,0.47,0.39,2015-06-29,932,N,n,234,4.98,2
-77.525406,167.170853,328.91,0.47,0.39,2015-06-29,932,N,n,232.14,5.04,2
-77.527191,167.167725,324.77,0.39,0.36,2015-06-29,1112,N,n,232.8,3.18,2
-85.674423,145.587509,332.43,0.33,0.56,2015-07-01,351,N,n,212.92,0.02,0
-78.854012,-10.181397,335.31,0.59,0.7,2015-07-02,328,N,n,221.73,0.03,0
-67.765945,119.796844,333.05,0.5,0.66,2015-07-03,1318,N,n,238.27,0.03,0
-77.529137,167.16452,326.6,0.4,0.37,2015-07-04,437,N,n,237.82,2.06,2
-77.526077,167.173035,340.23,0.42,0.38,2015-07-04,618,N,n,243.2,15.59,2
-77.524529,167.172333,325.66,0.42,0.38,2015-07-04,618,N,n,238.88,15.67,2
-77.524078,167.174698,320.23,0.5,0.41,2015-07-04,758,N,n,235.39,3.46,2
-77.526726,167.160919,330.83,0.46,0.39,2015-07-04,938,N,n,237.18,5.23,2
-77.527992,167.161972,329.5,0.38,0.36,2015-07-04,1118,N,n,236.26,4.1,2
-77.526413,167.164429,329.64,0.43,0.38,2015-07-05,419,N,n,235.67,6.86,2
-77.526337,167.170197,329.22,0.4,0.37,2015-07-05,559,N,n,236.74,3.55,2
-77.527557,167.168518,322.56,0.48,0.4,2015-07-05,919,N,n,232.76,5.44,2
-77.527504,167.15332,325.01,0.47,0.4,2015-07-06,400,N,n,234.14,3.38,2
-77.525894,167.16951,337.42,0.39,0.36,2015-07-06,540,N,n,236.81,5.4,2
-77.52491,167.158279,325.57,0.4,0.37,2015-07-06,1040,N,n,237.77,7.03,2
-77.526871,167.163681,328.55,0.43,0.38,2015-07-06,1221,N,n,241.13,7.7,2
-77.526527,167.157074,332.59,0.53,0.42,2015-07-07,341,N,n,237.13,5.17,2
-77.52784,167.178436,325.57,0.38,0.36,2015-07-07,521,N,n,238.58,3.16,2
-77.525467,167.167084,325.61,0.38,0.36,2015-07-07,521,N,n,239.24,3.16,2
-77.52523,167.167847,334.01,0.46,0.39,2015-07-07,702,N,n,238.54,4.9,2
-77.524681,167.160904,325.9,0.5,0.41,2015-07-07,842,N,n,238.27,3.44,2
-77.527756,167.163055,325.6,0.42,0.38,2015-07-07,1022,N,n,239.64,4.22,2
-73.421379,110.637177,321.26,0.42,0.38,2015-07-07,1524,N,n,229.47,0.02,0
-77.5289,167.171249,322.77,0.38,0.36,2015-07-13,509,N,n,232,4.13,2
-74.098534,-75.983635,323.58,0.47,0.4,2015-07-14,2145,N,n,243.46,0.03,0
-76.536163,-144.03389,330.13,0.34,0.56,2015-07-15,1110,N,n,232.82,0.07,0
-77.526939,167.175781,324.35,0.38,0.36,2015-07-18,515,N,n,238.49,6.69,2
-77.527245,167.163193,334.36,0.43,0.38,2015-07-18,1015,N,n,238.75,5.8,2
-77.525497,167.164322,327.36,0.4,0.37,2015-07-18,1156,N,n,238.37,5.86,2
-77.526154,167.17572,332.11,0.42,0.38,2015-07-20,618,N,n,232.58,5.02,2
-75.858261,144.865845,330.7,0.37,0.58,2015-07-21,1602,N,n,212.04,0.03,0
-78.639336,-79.267441,320.64,0.38,0.36,2015-07-23,335,N,n,245.15,0.02,0
-77.527542,167.162018,322.98,0.4,0.37,2015-07-23,1202,N,n,236.84,4.13,2
-77.524788,167.166992,326.19,0.38,0.36,2015-07-25,1124,N,n,234.23,2.21,2
-77.527199,167.155869,325.65,0.38,0.36,2015-07-25,1124,N,n,234.84,2.5,2
-76.224632,146.553802,324.32,0.45,0.39,2015-07-27,728,N,n,210.73,0.01,0
-77.526947,167.170975,324.51,0.39,0.36,2015-07-30,450,N,n,233.39,4.07,2
-77.527054,167.157455,325.33,0.45,0.39,2015-07-30,950,N,n,234.23,3.12,2
-77.527428,167.167435,334.53,0.39,0.36,2015-08-04,456,N,n,242.1,6.95,2
-77.526413,167.167999,328.05,0.44,0.38,2015-08-04,636,N,n,241.26,6.25,2
-77.527214,167.165878,325.48,0.5,0.41,2015-08-04,816,N,n,238.94,2.76,2
-77.52681,167.173981,323.58,0.44,0.39,2015-08-04,956,N,n,236.37,3.14,2
-77.525589,167.163635,325.45,0.39,0.36,2015-08-04,1136,N,n,239.58,3.13,2
-77.528183,167.164886,324.8,0.38,0.36,2015-08-05,1118,N,n,237.71,4.56,2
-77.52903,167.1604,326.42,0.43,0.38,2015-08-06,418,N,n,235.47,3.71,2
-77.526688,167.168488,332.39,0.49,0.4,2015-08-06,739,N,n,236.02,5.08,2
-77.526596,167.15596,323.11,0.39,0.36,2015-08-06,1059,N,n,235.35,2.94,2
-78.124779,30.830774,322.83,0.38,0.36,2015-08-06,1426,N,n,193.13,0,0
-77.527298,167.169708,334.29,0.41,0.37,2015-08-11,605,N,n,238.63,5.38,2
-77.525688,167.16687,332.09,0.48,0.4,2015-08-11,1246,N,n,236.85,9.41,2
-77.526627,167.166214,321.12,0.49,0.4,2015-08-12,906,N,n,235.67,2.55,2
-77.526794,167.171341,323.38,0.49,0.4,2015-08-12,906,N,n,235.16,2.41,2
-77.524567,167.164566,325.35,0.4,0.37,2015-08-12,1046,N,n,236.08,4.02,2
-77.526566,167.162018,324.45,0.51,0.41,2015-08-13,346,N,n,230.84,4.22,2
-77.525337,167.169586,324.62,0.39,0.36,2015-08-13,527,N,n,233.31,3.08,2
-77.526268,167.163971,336.58,0.47,0.39,2015-08-13,707,N,n,239.04,10.09,2
-77.525833,167.171234,332.86,0.47,0.39,2015-08-13,707,N,n,238.64,9.12,2
-77.527557,167.166031,321.32,0.41,0.37,2015-08-13,1027,N,n,234.68,2.61,2
-77.526909,167.172913,325.83,0.38,0.36,2015-08-14,508,N,n,238.67,7.9,2
-77.527573,167.160019,326.79,0.43,0.38,2015-08-14,1009,N,n,231.86,4.51,2
-77.527176,167.164078,328.15,0.43,0.38,2015-08-14,1009,N,n,233.37,4.18,2
-77.525223,167.162323,325.88,0.39,0.36,2015-08-14,1149,N,n,233.59,4.34,2
-77.527443,167.166718,330.44,0.41,0.37,2015-08-16,611,N,n,239.83,3.43,2
-77.527588,167.167404,323.24,0.39,0.36,2015-08-16,1111,N,n,236.88,1.61,2
-77.525833,167.171005,327.22,0.5,0.41,2015-08-16,1252,N,n,237.48,3.82,2
-75.547493,-107.798058,327.71,0.4,0.44,2015-08-18,348,N,n,233.51,0.01,0
-77.526337,167.162827,332.33,0.49,0.4,2015-08-18,353,N,n,229.68,5.83,2
-77.52903,167.157761,327.19,0.49,0.4,2015-08-18,353,N,n,235.18,6.29,2
-77.527962,167.163971,325.82,0.43,0.38,2015-08-22,418,N,n,234.14,3.16,2
-77.526024,167.168732,326.53,0.49,0.4,2015-08-22,738,N,n,233.8,4.47,2
-77.527176,167.164642,330.16,0.39,0.36,2015-08-22,1059,N,n,237.89,4.17,2
-77.525124,167.166168,326.44,0.47,0.4,2015-08-22,1239,N,n,234.12,4.06,2
-77.526184,167.167114,332.85,0.48,0.4,2015-08-23,720,N,n,240.73,21.68,2
-77.525703,167.154709,323.99,0.4,0.37,2015-08-23,1040,N,n,237.22,2.91,2
-80.160446,134.256683,320.53,0.39,0.36,2015-08-25,1144,N,n,211.52,0.02,0
-80.16703,134.205872,329.46,0.39,0.36,2015-08-25,1144,N,n,211.33,0.01,0
-79.583916,-48.635605,324.28,0.41,0.37,2015-08-29,2220,N,n,225.43,0.01,0
-77.527039,167.157333,329.88,0.38,0.36,2015-08-30,508,N,n,241.02,4.13,2
-77.524467,167.161331,324.96,0.45,0.39,2015-08-30,648,N,n,238.76,4.32,2
-77.524796,167.160156,320.78,0.43,0.38,2015-08-30,1008,N,n,239.12,3.66,2
-77.526665,167.172882,327.13,0.39,0.36,2015-08-30,1149,N,n,243.12,4.4,2
-77.527985,167.169159,332.84,0.39,0.36,2015-08-31,449,N,n,242.74,5.13,2
-77.526924,167.158325,320.55,0.43,0.38,2015-08-31,629,N,n,237.89,1.75,2
-77.526154,167.166916,329.96,0.38,0.36,2015-08-31,1130,N,n,241.72,4.36,2
-77.526001,167.166824,327.14,0.41,0.37,2015-09-01,611,N,n,238.22,3.7,2
-77.526993,167.159836,327.22,0.39,0.36,2015-09-01,1111,N,n,236.47,3.57,2
-77.52594,167.16684,331.11,0.4,0.37,2015-09-02,552,N,n,237.98,4.31,2
-77.527222,167.162994,336.99,0.4,0.37,2015-09-02,1052,N,n,238.64,5.07,2
-77.526611,167.172867,330.49,0.45,0.39,2015-09-02,1233,N,n,238.65,4.55,2
-77.525772,167.167572,329.58,0.39,0.36,2015-09-03,533,N,n,238.3,4.66,2
-77.52475,167.163162,321.58,0.42,0.37,2015-09-03,1214,N,n,234.5,2.95,2
-77.526733,167.164337,324.33,0.46,0.39,2015-09-06,937,N,n,237.82,3.45,2
-77.526093,167.17067,329.14,0.38,0.36,2015-09-06,1117,N,n,236.29,3.19,2
-77.525658,167.168198,327.17,0.38,0.36,2015-09-06,1117,N,n,237.34,5.09,2
-77.527313,167.170441,326.62,0.43,0.38,2015-09-08,1220,N,n,236.65,4.02,2
-77.528656,167.170135,321.51,0.38,0.36,2015-09-09,520,N,n,236.44,5.43,2
-77.527534,167.166779,325.52,0.46,0.39,2015-09-09,701,N,n,236.95,3.65,2
-77.525421,167.158829,321.04,0.42,0.38,2015-09-09,1021,N,n,231.72,1.95,2
-77.526817,167.159592,326.67,0.4,0.37,2015-09-09,1201,N,n,236.06,5.37,2
-77.525124,167.164917,325.09,0.5,0.41,2015-09-10,822,N,n,236.76,4.95,2
-77.525543,167.170959,324.79,0.39,0.36,2015-09-10,1142,N,n,236.9,3.03,2
-77.528175,167.160812,325.84,0.39,0.36,2015-09-10,1142,N,n,237.46,3.03,2
-77.525513,167.165192,339.39,0.39,0.37,2015-09-13,545,N,n,233.63,8.23,2
-77.527206,167.172501,325.59,0.44,0.38,2015-09-13,1226,N,n,231.73,3.01,2
-77.524467,167.164413,320.5,0.5,0.41,2015-09-14,847,N,n,234.65,2.41,2
-77.52697,167.157425,322.41,0.41,0.37,2015-09-14,1207,N,n,232.64,4.08,2
-77.525749,167.169296,323.47,0.44,0.38,2015-09-21,635,N,n,233.46,3.78,2
-67.520378,60.115002,367,0.47,0.64,2015-09-29,1730,N,h,252.76,0.12,0
-77.639427,-20.671013,335.06,0.45,0.47,2015-10-05,204,N,n,230.29,0.01,0
-77.654358,-20.646929,336.37,0.45,0.47,2015-10-05,204,N,n,230.15,0.01,0
-77.52594,167.165787,323.17,0.43,0.38,2015-10-06,1014,N,n,241.19,2.94,2
-77.529106,167.162354,326.54,0.4,0.37,2015-10-06,1154,N,n,240.96,3.57,2
-77.526329,167.171875,327.38,0.4,0.37,2015-10-06,1154,N,n,241.73,3.57,2
-77.525986,167.162903,324.15,0.44,0.39,2015-10-07,955,N,n,238.53,3.33,2
-77.527847,167.162003,329.6,0.39,0.36,2015-10-07,1135,N,n,243.15,6.9,2
-77.528633,167.158432,324.74,0.42,0.38,2015-10-11,1020,N,n,237.73,2.06,2
-77.526901,167.172867,325.38,0.42,0.38,2015-10-11,1020,N,n,237.18,1.78,2
-77.526382,167.160553,325.23,0.4,0.37,2015-10-11,1201,N,n,242.53,6.48,2
-77.526352,167.169327,327.39,0.46,0.39,2015-10-13,943,N,n,236.93,5.8,2
-77.525963,167.180389,325.29,0.55,0.42,2015-10-13,1303,N,n,236.97,2.54,2
-77.529823,167.175171,323.64,0.55,0.42,2015-10-13,1303,N,n,236.7,2.54,2
-77.525894,167.169556,327.5,0.47,0.4,2015-10-14,924,N,n,238.56,5.59,2
-77.52533,167.166214,328.9,0.47,0.4,2015-10-14,924,N,n,240.76,5.15,2
-77.526138,167.16011,330.11,0.39,0.36,2015-10-14,1104,N,n,242.54,7.65,2
-77.526779,167.163086,328.57,0.4,0.37,2015-10-15,1045,N,n,246.22,8.16,2
-69.151154,145.899841,320.04,0.32,0.55,2015-10-15,1546,N,n,230.31,0.01,0
-77.526077,167.165924,327.87,0.41,0.37,2015-10-21,1033,N,n,242.4,5.11,2
-77.527466,167.169327,335.44,0.42,0.37,2015-10-21,1213,N,n,240.86,5.57,2
-77.525932,167.161911,325.27,0.4,0.37,2015-10-22,1154,N,n,242.39,7.48,2
-77.527763,167.16745,341.06,0.39,0.36,2015-10-23,1135,N,n,244.28,10.08,2
-74.574478,42.748257,323.87,0.57,0.43,2015-10-23,2143,N,n,221.5,0.01,0
-77.527626,167.16716,328.44,0.38,0.36,2015-10-24,1116,N,n,241.27,2.97,2
-77.529007,167.177124,324.74,0.47,0.39,2015-10-25,1238,N,n,239.33,3.7,2
-77.527008,167.158478,324.62,0.47,0.39,2015-10-25,1238,N,n,235.37,5.15,2
-77.527771,167.165054,336.46,0.47,0.39,2015-10-25,1238,N,n,241.41,8.23,2
-77.527039,167.163254,344.69,0.43,0.38,2015-10-26,1219,N,n,241.38,7.05,2
-66.777985,-65.778229,298.36,0.41,0.37,2015-12-12,408,N,n,244.56,0.14,0
-71.124382,6.385801,335.55,0.52,0.5,2016-02-14,44,N,n,244.98,0.17,0
-77.52919,167.175644,336.7,0.42,0.45,2016-02-17,1321,N,n,249.55,5.81,2
-77.527832,167.162643,327.31,0.55,0.42,2016-02-18,1302,N,n,244.26,8.5,2
-77.526772,167.17128,327.66,0.48,0.4,2016-02-19,1243,N,n,245.21,11.24,2
-77.529282,167.170898,322.41,0.41,0.37,2016-02-21,1205,N,n,242.62,3.58,2
-77.527107,167.156082,323.96,0.41,0.37,2016-02-21,1205,N,n,240.28,4.79,2
-70.599892,142.497833,324.26,0.42,0.37,2016-02-21,1345,N,n,234.61,0.01,0
-77.525208,167.164017,327.46,0.51,0.49,2016-02-21,1346,N,n,238.88,4.83,2
-77.528404,167.166687,333.34,0.39,0.36,2016-02-22,1146,N,n,244.95,5.13,2
-77.529419,167.173691,336.17,0.44,0.46,2016-02-22,1327,N,n,242.65,3.81,2
-77.528336,167.159683,327.88,0.4,0.37,2016-03-02,1037,N,n,246.68,9.66,2
-77.525703,167.156738,325.58,0.4,0.37,2016-03-02,1037,N,n,247.17,8.1,2
-77.526489,167.159225,327.01,0.43,0.38,2016-03-02,1218,N,n,244.5,12.44,2
-77.526314,167.164108,335.43,0.57,0.52,2016-03-02,1359,N,n,239.77,4.91,2
-77.52636,167.161667,324.69,0.57,0.52,2016-03-02,1359,N,n,237.07,3.89,2
-77.52742,167.159012,331.03,0.4,0.37,2016-03-03,1159,N,n,243.53,5.85,2
-77.526299,167.167618,326.4,0.48,0.48,2016-03-03,1340,N,n,242.74,4.53,2
-77.527939,167.170364,323.41,0.38,0.36,2016-03-05,1121,N,n,242.72,4.63,2
-77.524498,167.166672,324.56,0.55,0.42,2016-03-05,1302,N,n,240.56,3.69,2
-77.528351,167.16124,327.35,0.55,0.42,2016-03-05,1302,N,n,240.43,3.69,2
-77.525162,167.165253,327.52,0.39,0.36,2016-03-06,1102,N,n,244.45,3.27,2
-77.526596,167.180115,325.09,0.48,0.4,2016-03-06,1243,N,n,243.81,6.02,2
-77.527946,167.16864,329.26,0.48,0.4,2016-03-06,1243,N,n,248.41,10.99,2
-77.52681,167.161774,328.14,0.4,0.37,2016-03-07,1043,N,n,247.64,7.95,2
-77.529037,167.172684,320.98,0.44,0.38,2016-03-07,1224,N,n,244.36,5.61,2
-77.526978,167.155869,324.74,0.44,0.38,2016-03-07,1224,N,n,238.74,6.87,2
-77.527695,167.162903,321.54,0.6,0.53,2016-03-07,1405,N,n,239.53,3.8,2
-77.527397,167.157578,329.26,0.41,0.37,2016-03-08,1025,N,n,245.1,6.71,2
-77.525612,167.171692,321.72,0.41,0.37,2016-03-08,1025,N,n,241.02,2.1,2
-77.526817,167.172745,320,0.41,0.37,2016-03-13,1031,N,n,237.21,3.92,2
-77.525528,167.166428,320.36,0.46,0.39,2016-03-16,934,N,n,235.87,2.94,2
-77.525948,167.15863,322.58,0.46,0.39,2016-03-16,934,N,n,237.48,3.22,2
-77.528557,167.166779,325.86,0.39,0.36,2016-03-20,1140,N,n,238.99,2.87,2
-77.52739,167.161743,336.59,0.42,0.45,2016-03-20,1320,N,n,238.29,5.22,2
-77.526894,167.171692,326.21,0.38,0.36,2016-03-21,1121,N,n,234.47,1.67,2
-77.527481,167.159653,322.04,0.39,0.36,2016-03-25,1146,N,n,240.68,3.24,2
-77.527336,167.163025,327.94,0.41,0.37,2016-03-27,608,N,n,241.49,2.69,2
-77.52697,167.172867,321.73,0.47,0.39,2016-03-27,928,N,n,234.12,2.68,2
-77.52562,167.167603,334.39,0.39,0.36,2016-03-27,1108,N,n,241.21,5.96,2
-77.525658,167.165817,335.54,0.48,0.4,2016-03-28,729,N,n,243.55,9.75,2
-77.524208,167.157669,324.8,0.48,0.4,2016-03-28,909,N,n,239.59,9.34,2
-77.526085,167.151169,321.65,0.4,0.37,2016-03-28,1049,N,n,237.19,4.46,2
-77.524017,167.164032,324.38,0.4,0.37,2016-03-28,1049,N,n,236.44,3.92,2
-77.526894,167.174225,322.42,0.4,0.37,2016-03-28,1049,N,n,235.54,3.04,2
-77.528969,167.161392,323.51,0.4,0.37,2016-03-28,1049,N,n,236.56,4.12,2
-77.528023,167.16069,337.11,0.45,0.39,2016-03-28,1230,N,n,240.14,7.5,2
-77.524704,167.168182,337.07,0.45,0.39,2016-03-28,1230,N,n,240.43,7.5,2
-77.526268,167.15979,324.83,0.45,0.39,2016-03-28,1230,N,n,242.27,10.87,2
-77.526939,167.175293,320.37,0.42,0.37,2016-03-29,1211,N,n,237.39,3.46,2
-77.523994,167.173416,320.69,0.5,0.41,2016-03-30,832,N,n,238.12,3.82,2
-77.524864,167.164749,327.56,0.43,0.38,2016-03-30,1012,N,n,243.19,6.9,2
-77.525871,167.163269,329.62,0.4,0.37,2016-03-30,1152,N,n,244.09,8.54,2
-77.528908,167.168686,325.43,0.4,0.37,2016-03-30,1152,N,n,240.75,8.51,2
